year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
2018,Apr,Wed,0,Taraba,Bikka,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Oct,Tue,0,Borno,Chibuk,Facility/Infrastructure Attack,Educational Institution,Nigeria,Firearms
2019,Jul,Sun,0,Rivers,Choba,Assassination,Private Citizens & Property,Nigeria,Firearms
2015,Aug,Mon,0,Borno,Fatawe,Hostage Taking (Barricade Incident),Private Citizens & Property,Nigeria,Firearms
2019,Jul,Sun,0,Rivers,Choba,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,May,Fri,0,Benue,Makurdi,Assassination,Government (General),Nigeria,Firearms
2015,Nov,Sun,0,Ebonyi,Abakaliki,Unknown,Government (General),Nigeria,Unknown
2017,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
2012,Jun,Tue,0,Bauchi,Bauchi,Bombing/Explosion,Unknown,Nigeria,Explosives
2018,May,Sat,0,Ogun,Ibese,Assassination,Private Citizens & Property,Nigeria,Firearms
2015,Sep,Wed,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jun,Sat,0,Yobe,Damaturu,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
2019,Oct,Fri,0,Borno,Kaga district,Bombing/Explosion,Military,Nigeria,Explosives
2007,Jun,Sat,1,Imo,Owerri,Hostage Taking (Kidnapping),Business,Philippines,Firearms
2014,Jul,Tue,0,Yobe,Potiskum,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2017,Jan,Fri,0,Borno,Kangarwa,Armed Assault,Military,Nigeria,Explosives
2012,Jan,Fri,0,Bayelsa,Yenagoa,Bombing/Explosion,Government (General),Nigeria,Explosives
2016,Jun,Mon,0,Benue,Tombo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,May,Wed,0,Borno,Gumushi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,Mar,Sat,1,Ondo,Ese Odo district,Hostage Taking (Kidnapping),Violent Political Party,Nigeria,Unknown
2019,Aug,Sat,0,Benue,Mbasar Gasema,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Jun,Sun,0,Imo,Nnepi,Facility/Infrastructure Attack,Government (General),Nigeria,Firearms
1991,Oct,Mon,0,Kano,Kano,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
2020,Dec,Sat,0,Kaduna,Idanu-Doka,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Jan,Mon,0,Oyo,Olanla,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Oct,Fri,0,Borno,Maikadiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Dec,Tue,0,Delta,Sapele,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2015,Jul,Fri,0,Adamawa,Kopa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Mar,Tue,0,Delta,Issele-Uku,Unarmed Assault,Business,Nigeria,Melee
2014,May,Tue,0,Taraba,Bali district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Jul,Tue,0,Edo,Owan East district,Armed Assault,Private Citizens & Property,Nigeria,Melee
2020,Jul,Mon,1,Nasarawa,Dawusu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2007,Mar,Sat,1,Unknown,Unknown,Hostage Taking (Kidnapping),Business,Great Britain,Unknown
2016,Feb,Wed,0,Benue,Igumale,Armed Assault,Police,Nigeria,Firearms
2007,Mar,Fri,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,Netherlands,Firearms
2020,Apr,Tue,0,Zamfara,Garin-Kada,Armed Assault,Military,Nigeria,Firearms
2012,Jun,Wed,1,Benue,Otukpo-lgumale,Hostage Taking (Kidnapping),Business,Lebanon,Firearms
2010,Oct,Sat,0,Rivers,Abonema,Unknown,Utilities,Nigeria,Unknown
2014,Feb,Sat,0,Bayelsa,Peremabiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jul,Thu,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Feb,Fri,0,Benue,Mbahimin,Armed Assault,Private Citizens & Property,Nigeria,Melee
2015,Jul,Mon,0,Borno,Njimtilo,Bombing/Explosion,Transportation,Nigeria,Explosives
2017,Jul,Wed,0,Ogun,Isagbo,Assassination,Private Citizens & Property,Nigeria,Incendiary
2017,Feb,Sat,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
2019,Mar,Sat,1,Edo,Ukhiri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Nov,Tue,1,Ondo,Akoko North-West district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2016,May,Fri,0,Benue,Agwabi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Jun,Sun,0,Ondo,Akure,Armed Assault,Police,Nigeria,Explosives
2009,Jul,Mon,0,Borno,Maiduguri,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2018,May,Thu,0,Benue,Edimoga,Unknown,Private Citizens & Property,Nigeria,Unknown
2018,Nov,Sun,0,Borno,Gajiram,Unknown,Military,Nigeria,Unknown
2021,Nov,Mon,1,Delta,Oghara,Assassination,Violent Political Party,Nigeria,Firearms
2015,Jul,Fri,0,Benue,Katsina Ala,Assassination,Violent Political Party,Nigeria,Firearms
2016,Sep,Wed,0,Anambra,Onitsha,Bombing/Explosion,Government (General),Nigeria,Explosives
2015,Sep,Thu,0,Adamawa,Balda,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Dec,Mon,1,Oyo,Olukitibi,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Apr,Thu,0,Niger,Kutigi,Armed Assault,Police,Nigeria,Firearms
2012,Feb,Wed,0,Niger,Lapai,Armed Assault,Police,Nigeria,Firearms
2015,Jul,Wed,1,Borno,Kukawa district,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2017,Aug,Sun,0,Yobe,Unknown,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2005,Dec,Tue,0,Rivers,Agba Okwan Asarama,Bombing/Explosion,Business,United States,Explosives
2018,Jun,Thu,0,Plateau,Heipang,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2016,Jan,Sun,0,Adamawa,Demsare,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Feb,Thu,0,Borno,Limankara,Unknown,Private Citizens & Property,Nigeria,Unknown
2008,Jan,Wed,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Police,Nigeria,Firearms
2019,Jul,Sun,0,Plateau,Tafigana,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
2019,Jun,Sat,0,Borno,Ganari,Unknown,Private Citizens & Property,Nigeria,Unknown
2012,Jan,Tue,0,Kano,Kano,Armed Assault,Police,Nigeria,Explosives
2013,Feb,Thu,0,Borno,Maiduguri,Bombing/Explosion,Police,Nigeria,Explosives
2016,May,Sun,0,Bayelsa,Perigbene,Unknown,Utilities,Nigeria,Unknown
2014,May,Tue,0,Gombe,Gombe,Bombing/Explosion,Government (General),Nigeria,Explosives
2020,Apr,Sun,0,Kaduna,Ungwan Magaji,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Oct,Thu,0,Borno,Ashigashiya,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,May,Mon,0,Benue,Tse Ikyoor,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,May,Sun,0,Bayelsa,Ogbembiri,Bombing/Explosion,Utilities,Nigeria,Explosives
2013,Oct,Sun,0,Borno,Logomani,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Sep,Fri,0,Taraba,Todung,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Jan,Sun,1,Borno,Dikwa,Hostage Taking (Kidnapping),Government (Diplomatic),International,Firearms
2011,Aug,Wed,0,Adamawa,Song,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Mar,Mon,0,Borno,Yamteke,Armed Assault,Military,Nigeria,Explosives
2013,Nov,Tue,0,Plateau,Garubok,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Mar,Tue,1,Borno,Akalli,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2015,Sep,Tue,0,Taraba,Sarki-Kudu,Unknown,Private Citizens & Property,Nigeria,Unknown
2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,May,Thu,0,Borno,Mainok,Armed Assault,Military,Nigeria,Firearms
2016,Nov,Wed,0,Imo,Ohaji district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Jun,Sun,0,Borno,Mainok,Bombing/Explosion,Military,Nigeria,Explosives
2016,Jan,Sun,0,Yobe,Babban Gida,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Oct,Fri,0,Yobe,Potiskum,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2014,Feb,Tue,0,Nasarawa,Agwan Mamman,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2020,Jul,Sat,0,Borno,Kuburmbula,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Jan,Tue,0,Kaduna,Ungawn Gamo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Dec,Mon,0,Adamawa,Magar,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Feb,Sat,0,Nasarawa,Iga,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
2012,Jun,Sat,0,Kano,Kano,Bombing/Explosion,Police,Nigeria,Explosives
2017,Nov,Mon,0,Anambra,Awka,Bombing/Explosion,Government (General),Nigeria,Explosives
2015,Sep,Wed,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Mar,Tue,0,Borno,Gulumba Gana,Armed Assault,Military,Nigeria,Firearms
2021,Jun,Thu,0,Yobe,Gujba,Armed Assault,Business,Nigeria,Firearms
2013,Jan,Wed,0,Plateau,Kuru,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Nov,Sat,0,Borno,Misala,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Feb,Wed,0,Edo,Ariyan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Mar,Sun,0,Benue,Iordye,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Mar,Thu,0,Borno,Unknown,Armed Assault,Military,Nigeria,Firearms
2015,Feb,Sun,0,Borno,Askira,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2007,Oct,Mon,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,United States,Unknown
2014,Oct,Sun,0,Taraba,Sondi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,May,Fri,0,Yobe,Dunbulwa,Bombing/Explosion,Government (General),Nigeria,Explosives
2021,Jul,Mon,0,Rivers,Elimgbu,Armed Assault,Police,Nigeria,Firearms
2012,Jan,Fri,0,Kano,Kano,Bombing/Explosion,Government (General),Nigeria,Explosives
2015,Sep,Mon,0,Plateau,Zakupwang,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Nov,Sun,1,Lagos,Igbodu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2019,Aug,Fri,1,Borno,Gasarwa,Armed Assault,Military,Nigeria,Explosives
2021,Jan,Fri,0,Taraba,Lau Kunini,Armed Assault,Government (General),Nigeria,Firearms
2021,Sep,Mon,1,Benue,Anyom,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2006,Jun,Wed,1,Bayelsa,Sengana,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
2019,Jan,Sun,0,Adamawa,Bare,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
2014,Dec,Wed,1,Borno,Malari,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Oct,Fri,0,Zamfara,Gidan Baure,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,May,Fri,1,Yobe,Babban Gida,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Incendiary
2018,Jan,Sun,0,Benue,Tse Torkula,Armed Assault,Business,Nigeria,Firearms
2014,Apr,Mon,0,Borno,Mafa,Assassination,Private Citizens & Property,Nigeria,Firearms
2014,Apr,Wed,0,Rivers,Ogbogwu,Armed Assault,Government (General),Nigeria,Explosives
2015,Jul,Wed,1,Borno,Kukawa district,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2017,Oct,Mon,0,Borno,Maiduguri,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2015,Dec,Sun,0,Borno,Beni Shiek,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
2015,Jul,Sun,0,Yobe,Damaturu,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2017,Sep,Tue,0,Delta,Abraka,Armed Assault,Police,Nigeria,Firearms
2017,Jul,Sun,0,Borno,Manjita,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Jan,Tue,1,Enugu,Enugu,Hostage Taking (Kidnapping),Business,Nigeria,Unknown
2014,Nov,Thu,0,Plateau,Tashok,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Mar,Sat,1,Imo,Isinweke,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Feb,Mon,0,Adamawa,Garta,Unknown,Private Citizens & Property,Nigeria,Unknown
2017,Jun,Sun,0,Adamawa,Gulak,Bombing/Explosion,Military,Nigeria,Explosives
2008,Jun,Thu,0,Unknown,Unknown,Hostage Taking (Kidnapping),Maritime,United States,Unknown
2015,May,Thu,0,Zamfara,Chigama,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Jun,Sat,0,Benue,Kponko,Armed Assault,Military,Nigeria,Firearms
2018,Nov,Mon,0,Borno,Maiduguri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
2016,May,Mon,0,Benue,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Nov,Fri,0,Kaduna,Bakin Kogi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jul,Wed,0,Adamawa,Mubi,Bombing/Explosion,Military,Nigeria,Explosives
2017,Oct,Mon,1,Borno,Ajiri,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
2021,Mar,Sun,0,Borno,Khadamari,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
2018,Feb,Mon,0,Borno,Maiduguri,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2014,Sep,Thu,0,Borno,Shaffa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Nov,Sat,0,Yobe,Geidam,Bombing/Explosion,Business,Nigeria,Explosives
2012,Oct,Tue,0,Borno,Chibuk,Bombing/Explosion,Police,Nigeria,Explosives
2012,Jan,Mon,0,Kano,Kano,Bombing/Explosion,Police,Nigeria,Explosives
2014,Jul,Tue,0,Borno,Sabon Gari,Unknown,Private Citizens & Property,Nigeria,Unknown
2018,Dec,Fri,0,Borno,Monguno,Unknown,Military,Nigeria,Unknown
2019,Oct,Mon,1,Delta,Issele-Azagba,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
2019,Apr,Tue,0,Kogi,Lokoja,Armed Assault,Government (General),Nigeria,Firearms
2014,Mar,Fri,0,Kaduna,Angwan Gata,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Oct,Sat,0,Delta,Ughelli,Facility/Infrastructure Attack,Utilities,Nigeria,Unknown
2007,Nov,Wed,0,Delta,Bomadi,Armed Assault,Police,Nigeria,Firearms
2017,Oct,Thu,0,Cross River,Calabar,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Oct,Sun,0,Taraba,Gidin Waya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Dec,Thu,0,Borno,Unknown,Armed Assault,Military,Nigeria,Explosives
2019,Sep,Fri,0,Borno,Banki,Unknown,Military,Nigeria,Unknown
2012,Feb,Fri,0,Kano,Kano,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2014,May,Wed,0,Taraba,Bali district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Dec,Sun,0,Plateau,Jos,Bombing/Explosion,Unknown,Nigeria,Explosives
2021,Feb,Sat,0,Borno,Mainok,Bombing/Explosion,Business,Nigeria,Explosives
2020,Jan,Tue,0,Borno,Kautikari,Unknown,Private Citizens & Property,Nigeria,Unknown
2014,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,Feb,Mon,0,Enugu,Nkanu East district,Bombing/Explosion,Unknown,Nigeria,Explosives
2020,Apr,Tue,1,Borno,Konduga district,Unknown,Terrorists/Non-State Militia,Nigeria,Unknown
2008,Nov,Thu,0,Bayelsa,Yenagoa,Facility/Infrastructure Attack,Business,United States,Sabotage Equipment
1992,Dec,Sun,0,Lagos,Lagos,Assassination,Government (Diplomatic),Australia,Firearms
2015,May,Fri,0,Katsina,Ruguji,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jun,Thu,0,Plateau,Riyom,Assassination,Violent Political Party,Nigeria,Firearms
2012,Jul,Tue,0,Gombe,Ashaka,Armed Assault,Police,Nigeria,Firearms
2018,Apr,Tue,0,Benue,Tse-Umenger,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Jan,Fri,0,Gombe,Gombe,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Sep,Fri,0,Lagos,Amuwo Odofin,Assassination,Government (General),Nigeria,Firearms
2021,Feb,Tue,0,Yobe,Bayamari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,May,Wed,0,Borno,Balile,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Dec,Fri,0,Borno,Gwoza,Bombing/Explosion,Military,Nigeria,Explosives
2011,Dec,Sun,0,Abuja,Madalla,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
1999,Nov,Sat,0,Delta,Unknown,Armed Assault,Military,Nigeria,Firearms
2012,Sep,Sun,0,Kaduna,Zaria,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2016,Jun,Thu,0,Lagos,Ikorodu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,May,Wed,0,Adamawa,Kafin-Hausa,Armed Assault,Terrorists/Non-State Militia,Nigeria,Firearms
2017,Aug,Mon,1,Borno,Konduga,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2000,Jun,Sun,1,Delta,Escravos,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2012,Jan,Tue,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2007,May,Tue,1,Delta,Warri,Hostage Taking (Kidnapping),Private Citizens & Property,Lebanon,Firearms
2020,Apr,Mon,0,Benue,Tse Vambe,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2013,Nov,Tue,0,Plateau,Rawuru,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,May,Wed,1,Kaduna,Ungwan Maidoki,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,May,Thu,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Apr,Mon,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2020,Jul,Sun,0,Kaduna,Kaboresha,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2014,Jan,Thu,1,Delta,Unknown,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
2016,Oct,Fri,0,Ekiti,Ido,Bombing/Explosion,Police,Nigeria,Explosives
2017,Apr,Tue,0,Enugu,Ogbete,Bombing/Explosion,Government (General),Nigeria,Explosives
2015,Jul,Tue,0,Borno,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Apr,Sat,0,Borno,Sabon Gari,Unknown,Private Citizens & Property,Nigeria,Unknown
2014,Mar,Sun,0,Kaduna,Zandyen,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Mar,Sat,0,Borno,Miringa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Feb,Thu,0,Plateau,Razat,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,Jun,Sun,0,Delta,Beniboye,Bombing/Explosion,Utilities,Nigeria,Explosives
2018,Mar,Thu,0,Taraba,Kpashimbe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Feb,Mon,0,Borno,Maiduguri,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
2016,Sep,Mon,1,Enugu,Nsukka district,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2014,Nov,Thu,0,Kano,Sumaila,Armed Assault,Police,Nigeria,Firearms
2013,Mar,Mon,0,Plateau,Da Jak,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2017,Aug,Sun,0,Adamawa,Fadaman Rake,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,Oct,Mon,1,Gombe,Gombe,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Unknown
2017,Jun,Wed,0,Borno,Gwoza district,Bombing/Explosion,Unknown,Nigeria,Explosives
2014,Jan,Sun,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2017,Apr,Wed,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
2018,Jan,Tue,0,Borno,Ajiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Dec,Thu,0,Benue,Katsina Ala,Assassination,Government (General),Nigeria,Firearms
2016,Aug,Sat,0,Delta,Usor,Bombing/Explosion,Utilities,Nigeria,Explosives
2013,Nov,Mon,0,Yobe,Babban Gida,Armed Assault,Police,Nigeria,Firearms
2013,Aug,Sat,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
2012,Dec,Sat,0,Kano,Kano,Bombing/Explosion,Business,South Africa,Explosives
2017,Jan,Wed,0,Borno,Biu district,Armed Assault,Military,Nigeria,Firearms
2016,Jul,Mon,0,Yobe,Dokshi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Nov,Fri,1,Borno,Suwasara,Hostage Taking (Kidnapping),Transportation,Nigeria,Unknown
2019,Dec,Sun,1,Borno,Mandaragirau,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2018,Dec,Wed,0,Borno,Mbolakel,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Jan,Tue,0,Borno,Kimba,Unknown,Military,Nigeria,Unknown
2015,Aug,Sat,0,Borno,Rumurigo,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2014,Feb,Tue,0,Nasarawa,Assakio,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2016,Aug,Sat,0,Kaduna,Golkofa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Feb,Thu,1,Benue,Tomatar,Armed Assault,Government (General),Nigeria,Firearms
2021,Jun,Sat,0,Imo,Orlu,Armed Assault,Police,Nigeria,Firearms
2015,Nov,Sat,0,Unknown,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Apr,Wed,1,Adamawa,Gulak,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Unknown
2017,Sep,Sun,0,Borno,Kurumari,Armed Assault,Religious Figures/Institutions,Nigeria,Melee
2018,Sep,Sat,0,Plateau,Riyom district,Unknown,Private Citizens & Property,Nigeria,Unknown
2015,Apr,Tue,1,Abia,Aba,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2021,May,Tue,0,Imo,Umuoji,Armed Assault,Military,Nigeria,Firearms
2020,Feb,Sat,1,Adamawa,Bazza,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2020,Feb,Wed,0,Adamawa,Bang,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2010,Jun,Sun,1,Rivers,Igbo-Etche,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,May,Sun,0,Adamawa,Waga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,May,Mon,0,Borno,Malari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Jan,Wed,0,Borno,Ajiri,Unknown,Military,Nigeria,Unknown
2012,Jan,Sun,0,Kaduna,Rigasa,Armed Assault,Police,Nigeria,Firearms
2017,Nov,Wed,0,Adamawa,Kafin Hausa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Apr,Mon,1,Kaduna,Unknown,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2020,May,Fri,0,Kaduna,Kibori,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Jul,Wed,0,Lagos,Lagos,Unarmed Assault,Police,United States,Melee
2020,Sep,Wed,1,Borno,Madamari,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2021,Sep,Wed,0,Ebonyi,Ezza South district,Armed Assault,Police,Nigeria,Firearms
2020,Dec,Sun,1,Katsina,Funtua,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2020,Mar,Sat,1,Borno,Auno,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
2014,Jan,Tue,0,Kaduna,Kaduna,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2013,Aug,Sun,1,Edo,Benin,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
2015,Aug,Sun,1,Borno,Bama district,Hostage Taking (Kidnapping),Transportation,Nigeria,Unknown
2012,Nov,Sat,0,Kano,Kano,Assassination,Government (General),Nigeria,Firearms
2015,Apr,Mon,0,Borno,Baga,Armed Assault,Military,Nigeria,Explosives
2020,Apr,Tue,0,Borno,Buta,Armed Assault,Military,Nigeria,Firearms
2021,Jun,Sun,1,Delta,Sapele,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Sep,Sun,0,Borno,Kwamala,Armed Assault,Military,Nigeria,Firearms
2015,Nov,Sun,0,Yobe,Potiskum,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,Sep,Sun,0,Plateau,Ncha,Unknown,Private Citizens & Property,Nigeria,Unknown
2018,Apr,Fri,0,Taraba,Danacha,Assassination,Private Citizens & Property,Nigeria,Firearms
2021,Jan,Fri,1,Oyo,Igangan,Assassination,Private Citizens & Property,Nigeria,Firearms
2018,Jan,Wed,0,Benue,Okpokwu district,Armed Assault,Private Citizens & Property,Nigeria,Melee
2015,Jul,Wed,1,Borno,Baga,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
2017,Mar,Wed,0,Benue,Magu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Dec,Fri,0,Borno,Musari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Mar,Thu,0,Benue,Anyiin,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Nov,Mon,0,Delta,Okuokoko,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2015,Apr,Sun,0,Benue,Jato Aka,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Apr,Sun,0,Cross River,Ikot Effiom,Armed Assault,Government (General),Nigeria,Firearms
