year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
265,2008,Jul,Mon,0,Rivers,Kula,Bombing/Explosion,Utilities,Netherlands,Explosives
266,2008,Jul,Wed,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
267,2008,Feb,Fri,1,Rivers,Onne,Hostage Taking (Kidnapping),Private Citizens & Property,France,Firearms
268,2008,Mar,Sat,1,Ondo,Ese Odo district,Hostage Taking (Kidnapping),Violent Political Party,Nigeria,Unknown
269,2008,Dec,Mon,0,Rivers,Port Harcourt,Bombing/Explosion,Utilities,Nigeria,Explosives
270,2008,Aug,Thu,0,Adamawa,Kalaa,Armed Assault,Government (General),Nigeria,Firearms
271,2008,Aug,Sun,1,Rivers,Bonny,Hijacking,Maritime,Nigeria,Firearms
272,2008,Aug,Wed,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
273,2008,Sep,Mon,0,Rivers,Port Harcourt,Bombing/Explosion,Business,Nigeria,Explosives
274,2008,Sep,Wed,0,Rivers,Port Harcourt,Bombing/Explosion,Business,Nigeria,Explosives
275,2008,Sep,Fri,0,Rivers,Bugama,Bombing/Explosion,Business,Nigeria,Explosives
276,2008,Sep,Fri,0,Imo,Owerri,Armed Assault,Government (General),Nigeria,Firearms
277,2008,Oct,Thu,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
278,2008,Oct,Thu,0,Akwa Ibom,Uyo,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
279,2008,Mar,Tue,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
280,2008,Mar,Tue,1,Anambra,Enugu Ukwu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
281,2008,Mar,Tue,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,Israel,Firearms
282,2008,Oct,Sat,0,Rivers,Soku,Facility/Infrastructure Attack,Business,Nigeria,Firearms
283,2008,Nov,Thu,0,Bayelsa,Yenagoa,Facility/Infrastructure Attack,Business,United States,Sabotage Equipment
284,2008,Nov,Wed,0,Oyo,Ibadan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
285,2008,Nov,Thu,0,Delta,Escravos,Armed Assault,Business,United States,Firearms
286,2008,Nov,Fri,0,Rivers,Opobo,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
287,2008,Nov,Fri,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Great Britain,Firearms
288,2008,Nov,Sun,0,Enugu,Enugu,Assassination,Private Citizens & Property,Nigeria,Unknown
289,2008,Jan,Sat,0,Enugu,Enugu,Unknown,Government (General),Nigeria,Unknown
290,2008,Mar,Wed,0,Akwa Ibom,Eket,Armed Assault,Business,Nigeria,Firearms
291,2008,Jun,Thu,0,Rivers,Bonny district,Armed Assault,Military,Nigeria,Firearms
292,2008,Aug,Tue,0,Benue,Makurdi,Armed Assault,Police,Nigeria,Firearms
293,2008,Dec,Tue,0,Rivers,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
294,2008,Dec,Tue,0,Delta,Oginbo,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Unknown
295,2008,Dec,Sat,0,Akwa Ibom,Ikot Abasi,Hostage Taking (Kidnapping),Business,Russia,Firearms
296,2009,Jun,Mon,1,Kaduna,Unknown,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
297,2009,Jan,Sun,1,Rivers,Bonny,Hostage Taking (Kidnapping),Business,Nigeria,Unknown
298,2009,Jan,Wed,1,Rivers,Bonny,Bombing/Explosion,Maritime,Unknown,Explosives
299,2009,Jan,Tue,1,Delta,Warri,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
300,2009,Jan,Thu,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
301,2009,Apr,Thu,0,Akwa Ibom,Uyo,Hostage Taking (Kidnapping),Government (General),Nigeria,Unknown
302,2009,Jul,Thu,0,Delta,Utorogu,Armed Assault,Business,Nigeria,Firearms
303,2009,Feb,Tue,0,Akwa Ibom,Eket,Facility/Infrastructure Attack,Business,Nigeria,Firearms
304,2009,Feb,Tue,0,Bayelsa,Nembe,Facility/Infrastructure Attack,Business,Nigeria,Unknown
305,2009,Feb,Thu,0,Bayelsa,Tebidaba,Armed Assault,Airports & Aircraft,Nigeria,Firearms
306,2009,Apr,Fri,0,Delta,Escravos,Bombing/Explosion,Utilities,Nigeria,Explosives
307,2009,Mar,Mon,0,Bayelsa,Nembe,Armed Assault,Business,Nigeria,Firearms
308,2009,May,Mon,0,Bayelsa,Yenagoa,Unknown,Business,Nigeria,Unknown
309,2009,May,Wed,1,Delta,Chanomi Creek,Armed Assault,Maritime,Unknown,Firearms
310,2009,May,Wed,0,Delta,Escravos,Bombing/Explosion,Business,Denmark,Explosives
311,2009,May,Mon,0,Delta,Warri district,Bombing/Explosion,Business,United States,Explosives
312,2009,May,Wed,1,Edo,Benin City,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
313,2009,Jul,Mon,0,Oyo,Ibandan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
314,2009,Jun,Wed,0,Bayelsa,Agoro,Bombing/Explosion,Business,Netherlands,Explosives
315,2009,Jun,Fri,0,Bayelsa,Nembe,Bombing/Explosion,Business,Italy,Explosives
316,2009,Jun,Sun,0,Rivers,Unknown,Bombing/Explosion,Business,Netherlands,Explosives
317,2009,Jun,Thu,0,Rivers,Unknown,Bombing/Explosion,Business,Netherlands,Explosives
318,2009,Jun,Mon,0,Delta,Forcados,Bombing/Explosion,Business,Netherlands,Explosives
319,2009,May,Thu,1,Delta,Escravos district,Armed Assault,Maritime,Nigeria,Firearms
320,2009,May,Thu,0,Akwa Ibom,Okon,Bombing/Explosion,Utilities,United States,Explosives
321,2009,May,Thu,0,Rivers,Bonny,Unknown,Utilities,Netherlands,Unknown
322,2009,Aug,Fri,0,Bayelsa,Nembe district,Bombing/Explosion,Utilities,Netherlands,Explosives
323,2009,Aug,Fri,0,Bayelsa,Nembe,Bombing/Explosion,Utilities,Italy,Explosives
324,2009,Dec,Mon,0,Lagos,Lagos,Bombing/Explosion,Maritime,Nigeria,Explosives
325,2009,Jul,Tue,0,Rivers,Unknown,Bombing/Explosion,Utilities,Italy,Explosives
326,2009,Jul,Mon,0,Borno,Gambaru,Armed Assault,Police,Nigeria,Incendiary
327,2009,Jul,Mon,0,Borno,Maiduguri,Unknown,Police,Nigeria,Unknown
328,2009,Jul,Mon,0,Borno,Maiduguri,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
329,2009,Jul,Mon,0,Borno,Maiduguri,Facility/Infrastructure Attack,Police,Nigeria,Incendiary
330,2009,Jul,Mon,0,Borno,Maiduguri,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
331,2009,Jul,Mon,0,Borno,Maiduguri,Unknown,Police,Nigeria,Unknown
332,2009,Jul,Mon,0,Borno,Maiduguri,Unknown,Religious Figures/Institutions,Nigeria,Unknown
333,2009,Jul,Mon,0,Borno,Maiduguri,Unknown,Educational Institution,Nigeria,Unknown
334,2009,Jul,Mon,0,Borno,Gambaru,Armed Assault,Religious Figures/Institutions,Nigeria,Incendiary
335,2009,Jul,Mon,0,Borno,Gambaru,Armed Assault,Government (General),Nigeria,Incendiary
336,2009,Aug,Sat,0,Delta,Utorogu,Bombing/Explosion,Utilities,Nigeria,Explosives
337,2009,Aug,Thu,0,Delta,Iwhrekan,Bombing/Explosion,Utilities,Nigeria,Explosives
338,2010,Jan,Mon,0,Ogun,Ota,Assassination,Government (General),Nigeria,Firearms
339,2010,Oct,Sat,0,Rivers,Abonema,Unknown,Utilities,Nigeria,Unknown
340,2010,Oct,Sat,0,Rivers,Abonema,Unknown,Utilities,Nigeria,Unknown
341,2010,Nov,Tue,0,Lagos,Lagos,Armed Assault,Utilities,Nigeria,Explosives
342,2010,Feb,Wed,0,Delta,Kokori,Bombing/Explosion,Utilities,Great Britain,Explosives
343,2010,Mar,Wed,0,Rivers,Abonema,Bombing/Explosion,Utilities,Italy,Explosives
344,2010,Mar,Mon,0,Delta,Warri,Bombing/Explosion,Government (General),Nigeria,Explosives
345,2010,Mar,Fri,0,Rivers,Bugama,Bombing/Explosion,Utilities,Great Britain,Explosives
346,2010,Mar,Tue,1,Delta,Igbuzor,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
347,2010,May,Tue,1,Edo,Benin City,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
348,2010,Sep,Sat,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,Lebanon,Firearms
349,2010,Nov,Thu,0,Plateau,Jos district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
350,2010,Nov,Thu,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
351,2010,Apr,Sun,1,Abia,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Germany,Firearms
352,2010,Apr,Mon,0,Edo,Benin City,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
353,2010,Feb,Fri,0,Bayelsa,Yenagoa,Bombing/Explosion,Business,Nigeria,Explosives
354,2010,Oct,Tue,0,Delta,Warri,Bombing/Explosion,Government (General),Nigeria,Explosives
355,2010,May,Sat,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
356,2010,Feb,Sat,0,Bayelsa,Yenagoa,Bombing/Explosion,Government (General),Nigeria,Explosives
357,2010,Feb,Sat,0,Bayelsa,Yenagoa,Bombing/Explosion,Business,Nigeria,Explosives
358,2010,Jun,Sun,1,Rivers,Igbo-Etche,Armed Assault,Private Citizens & Property,Nigeria,Firearms
359,2010,Mar,Sun,0,Kaduna,Kizachi Dawai Chawai,Armed Assault,Private Citizens & Property,Nigeria,Firearms
360,2010,Jul,Tue,0,Bayelsa,Yenagoa,Assassination,Government (General),Nigeria,Firearms
361,2010,Feb,Mon,0,Abia,Aba,Armed Assault,Military,Nigeria,Firearms
362,2010,Aug,Sun,1,Edo,Benin City,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
363,2010,May,Sun,0,Borno,Bama,Armed Assault,Police,Nigeria,Firearms
364,2010,May,Sun,0,Borno,Maiduguri,Assassination,Government (General),Nigeria,Firearms
365,2010,May,Sun,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
366,2010,Sep,Thu,1,Rivers,Omumah,Hostage Taking (Kidnapping),Government (General),Nigeria,Unknown
367,2010,Sep,Tue,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
368,2010,Jan,Sun,0,Abuja,Abuja,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
369,2010,Jan,Sun,0,Abuja,Abuja,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
370,2010,Jun,Thu,0,Borno,Maiduguri,Assassination,Government (General),Nigeria,Firearms
371,2010,Jun,Thu,0,Borno,Maiduguri,Assassination,Government (General),Nigeria,Firearms
372,2010,Sep,Fri,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
373,2010,Oct,Wed,1,Akwa Ibom,Eket,Armed Assault,Business,India,Firearms
374,2010,Oct,Tue,0,Borno,Maiduguri,Armed Assault,Police,Namibia,Firearms
375,2010,Oct,Fri,0,Bauchi,Ganuwa,Unknown,Private Citizens & Property,Nigeria,Unknown
376,2010,Oct,Tue,0,Plateau,Jos district,Unknown,Private Citizens & Property,Nigeria,Unknown
377,2010,Oct,Thu,0,Bayelsa,Unknown,Bombing/Explosion,Utilities,Italy,Explosives
378,2010,Oct,Thu,1,Kwara,Ilorin,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
379,2010,Mar,Thu,0,Lagos,Lagos,Unknown,Business,Nigeria,Unknown
380,2010,Jul,Sun,0,Akwa Ibom,Unknown,Hostage Taking (Kidnapping),Business,Great Britain,Firearms
381,2010,Nov,Thu,0,Bayelsa,Opokuma,Assassination,Government (General),Nigeria,Explosives
382,2010,Nov,Sun,0,Akwa Ibom,Unknown,Hostage Taking (Kidnapping),Business,United States,Explosives
383,2010,Nov,Fri,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
384,2010,Nov,Sun,0,Delta,Warri,Unknown,Utilities,Nigeria,Unknown
385,2010,Nov,Mon,0,Bayelsa,Brass,Armed Assault,Private Citizens & Property,Nigeria,Melee
386,2010,Nov,Mon,0,Borno,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
387,2010,Jan,Tue,1,Abia,Unknown,Armed Assault,Business,Nigeria,Firearms
388,2010,Mar,Fri,0,Plateau,Jos district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
389,2010,Dec,Fri,0,Delta,Unknown,Bombing/Explosion,Utilities,Nigeria,Explosives
390,2010,Dec,Fri,0,Delta,Unknown,Bombing/Explosion,Utilities,Nigeria,Explosives
391,2010,Dec,Fri,0,Delta,Unknown,Bombing/Explosion,Utilities,Nigeria,Explosives
392,2010,Dec,Fri,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
393,2010,Dec,Fri,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
394,2010,Dec,Fri,0,Borno,Maiduguri,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
395,2010,Dec,Fri,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
396,2010,Dec,Fri,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
397,2010,Dec,Tue,0,Borno,Maiduguri,Armed Assault,Business,Nigeria,Firearms
398,2010,Dec,Wed,0,Bayelsa,Yenagoa,Bombing/Explosion,Government (General),Nigeria,Explosives
399,2010,Dec,Fri,0,Abuja,Abuja,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
400,2010,Dec,Fri,0,Abuja,Jikoyi,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
401,2011,Jan,Sat,0,Borno,Maiduguri,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
402,2011,Mar,Tue,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
403,2011,Mar,Tue,0,Delta,Ughelli,Bombing/Explosion,Government (General),Nigeria,Explosives
404,2011,Jul,Fri,0,Bayelsa,Opokuma,Armed Assault,Private Citizens & Property,Nigeria,Firearms
405,2011,Jul,Fri,0,Gombe,Gombe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
406,2011,Jul,Fri,0,Plateau,Barakin Ladi,Armed Assault,Private Citizens & Property,Nigeria,Melee
407,2011,Oct,Sat,0,Plateau,Jos district,Armed Assault,Private Citizens & Property,Nigeria,Melee
408,2011,Oct,Sat,0,Plateau,Jos district,Armed Assault,Private Citizens & Property,Nigeria,Melee
409,2011,Oct,Sat,0,Plateau,Jos district,Armed Assault,Private Citizens & Property,Nigeria,Melee
410,2011,Oct,Sat,0,Plateau,Jos district,Armed Assault,Private Citizens & Property,Nigeria,Melee
411,2011,Oct,Sat,0,Plateau,Jos district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
412,2011,Jan,Thu,0,Bayelsa,Yenagoa,Bombing/Explosion,Government (General),Nigeria,Explosives
413,2011,Jan,Mon,0,Enugu,Ozalla,Bombing/Explosion,Transportation,Nigeria,Explosives
414,2011,Jan,Sun,0,Plateau,Farin Lamba,Armed Assault,Private Citizens & Property,Nigeria,Melee
415,2011,Jan,Sun,0,Plateau,Jos district,Armed Assault,Private Citizens & Property,Nigeria,Melee
416,2011,Jan,Sun,0,Plateau,Jos district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
417,2011,Jan,Mon,0,Sokoto,Sokoto,Armed Assault,Government (General),Nigeria,Firearms
418,2011,Jan,Wed,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
419,2011,Jan,Fri,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
420,2011,Jan,Sun,0,Bauchi,Bauchi,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
421,2011,Jan,Sun,0,Borno,Maiduguri,Assassination,Police,Nigeria,Firearms
422,2011,Feb,Wed,0,Borno,Biu,Armed Assault,Police,Nigeria,Firearms
423,2011,Feb,Tue,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
424,2011,Feb,Tue,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
425,2011,Feb,Thu,0,Bauchi,Darazo,Armed Assault,Police,Nigeria,Firearms
426,2011,Feb,Thu,0,Bauchi,Darazo,Armed Assault,Business,Nigeria,Firearms
427,2011,Feb,Fri,0,Enugu,Enugu,Assassination,Government (General),Nigeria,Explosives
428,2011,Feb,Mon,0,Bayelsa,Yenagoa,Bombing/Explosion,Government (General),Nigeria,Explosives
429,2011,Feb,Wed,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
430,2011,Jan,Mon,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
431,2011,Feb,Thu,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
432,2011,Feb,Thu,0,Niger,Suleja,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
433,2011,Mar,Sun,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
434,2011,Mar,Sun,0,Plateau,Jos,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
435,2011,Mar,Mon,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
436,2011,Mar,Sun,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
437,2011,Mar,Tue,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
438,2011,Mar,Tue,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
439,2011,Mar,Tue,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
440,2011,Mar,Thu,0,Katsina,Katsina,Bombing/Explosion,Government (General),Nigeria,Explosives
441,2011,May,Wed,0,Bayelsa,Yenagoa,Bombing/Explosion,Business,Nigeria,Explosives
442,2011,Aug,Thu,0,Borno,Shani,Armed Assault,Private Citizens & Property,Nigeria,Firearms
443,2011,Aug,Thu,0,Niger,Suleja,Bombing/Explosion,Government (General),Nigeria,Explosives
444,2011,Sep,Sun,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
445,2011,Sep,Sun,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
446,2011,Sep,Sun,0,Borno,Jere,Armed Assault,Government (General),Nigeria,Firearms
447,2011,Sep,Sun,0,Osun,Ife,Armed Assault,Private Citizens & Property,Nigeria,Firearms
448,2011,Apr,Fri,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
449,2011,Apr,Sat,0,Kaduna,Kaduna,Bombing/Explosion,Business,Nigeria,Explosives
450,2011,Apr,Wed,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Explosives
451,2011,Apr,Sun,0,Borno,Maiduguri,Bombing/Explosion,Business,Nigeria,Explosives
452,2011,Apr,Sun,0,Borno,Maiduguri,Bombing/Explosion,Transportation,Nigeria,Explosives
453,2011,Dec,Mon,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
454,2011,Dec,Mon,1,Kebbi,Birnin Kebbi,Hostage Taking (Kidnapping),Private Citizens & Property,Great Britain,Firearms
455,2011,May,Wed,0,Yobe,Damaturu,Bombing/Explosion,Government (General),Nigeria,Explosives
456,2011,May,Thu,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
457,2011,May,Fri,0,Borno,Damboa,Armed Assault,Police,Nigeria,Firearms
458,2011,May,Fri,0,Borno,Damboa,Armed Assault,Police,Nigeria,Explosives
459,2011,May,Sun,0,Abuja,Madalla,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
460,2011,May,Sun,0,Bauchi,Bauchi,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
461,2011,May,Sun,0,Kaduna,Zaria,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
462,2011,May,Mon,0,Borno,Maiduguri,Armed Assault,Military,Nigeria,Firearms
463,2011,Jan,Thu,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
464,2011,Feb,Sun,0,Borno,Maiduguri,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
465,2011,Jun,Mon,0,Borno,Biu,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
466,2011,Jul,Wed,0,Borno,Maiduguri,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
467,2011,Jul,Wed,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
468,2011,Aug,Sat,0,Bauchi,Unknown,Armed Assault,Police,Nigeria,Firearms
469,2011,Nov,Sun,0,Bayelsa,Yenagoa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
470,2011,Dec,Tue,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
471,2011,Jun,Thu,0,Abuja,Abuja,Bombing/Explosion,Police,Nigeria,Explosives
472,2011,Jun,Thu,0,Borno,Damboa,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
473,2011,Jun,Mon,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
474,2011,Jun,Sun,0,Borno,Maiduguri,Bombing/Explosion,Business,Nigeria,Explosives
475,2011,Jun,Mon,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
476,2011,Feb,Mon,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
477,2011,Feb,Mon,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
478,2011,Feb,Mon,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
479,2011,Mar,Mon,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
480,2011,Mar,Mon,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
481,2011,Apr,Thu,0,Borno,Marama,Armed Assault,Government (General),Nigeria,Firearms
482,2011,May,Sat,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
483,2011,Oct,Fri,0,Kaduna,Kaduna,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
484,2011,Oct,Fri,0,Niger,Suleja,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
485,2011,Nov,Mon,0,Abuja,Madalla,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
486,2011,Dec,Wed,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
487,2011,Jul,Sat,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
488,2011,Jul,Sun,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
489,2011,Jul,Fri,0,Borno,Maiduguri,Armed Assault,Educational Institution,Nigeria,Firearms
490,2011,Aug,Mon,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
491,2011,Dec,Thu,0,Borno,Ngala,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
492,2011,Aug,Mon,0,Borno,Maiduguri,Bombing/Explosion,Police,Nigeria,Explosives
493,2011,Aug,Fri,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
494,2011,Aug,Tue,0,Borno,Maiduguri,Assassination,Government (General),Nigeria,Firearms
495,2011,Aug,Fri,0,Abuja,Abuja,Bombing/Explosion,Government (Diplomatic),International,Explosives
496,2011,Aug,Sun,0,Bauchi,Bauchi,Bombing/Explosion,Police,Nigeria,Explosives
497,2011,Aug,Sun,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
498,2011,Aug,Wed,0,Adamawa,Song,Armed Assault,Private Citizens & Property,Nigeria,Firearms
499,2011,Jan,Sun,0,Adamawa,Song,Armed Assault,Military,Nigeria,Firearms
500,2011,Jun,Thu,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
501,2011,Jun,Thu,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
502,2011,Jun,Thu,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
503,2011,Nov,Wed,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
504,2011,Dec,Fri,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
