year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
4611,2019,Apr,Tue,1,Zamfara,Madaba,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4612,2019,Apr,Tue,0,Zamfara,Takoka,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4613,2019,Apr,Tue,0,Zamfara,Tudun Wada Mai Jatau,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4614,2019,Apr,Tue,0,Zamfara,Doka,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4615,2019,Apr,Tue,0,Zamfara,Gusau district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4616,2019,Apr,Tue,0,Zamfara,Bini,Unknown,Military,Nigeria,Unknown
4617,2019,Apr,Tue,0,Zamfara,Wonaka,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4618,2019,Apr,Tue,0,Zamfara,Batauna,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4619,2019,Apr,Tue,0,Benue,Tomatar,Armed Assault,Military,Nigeria,Firearms
4620,2019,Apr,Tue,0,Benue,Tse Tesghem,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4621,2019,Apr,Tue,0,Benue,Tse Kyoon,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4622,2019,May,Thu,1,Zamfara,Ruwan Bore,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4623,2019,Jun,Sun,0,Borno,Mallam Fatori,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4624,2019,Aug,Fri,0,Borno,Ngwom,Facility/Infrastructure Attack,Military,Nigeria,Incendiary
4625,2019,Sep,Mon,0,Adamawa,Madagali district,Armed Assault,Military,Nigeria,Firearms
4626,2019,Sep,Mon,0,Adamawa,Gubla,Assassination,Private Citizens & Property,Nigeria,Firearms
4627,2019,Sep,Mon,0,Plateau,Quaan Pan district,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
4628,2019,Oct,Wed,0,Imo,Obinze,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
4629,2019,Oct,Wed,0,Kaduna,Ungwan Barje,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4630,2019,Dec,Mon,1,Borno,Dikwa,Assassination,Government (General),Nigeria,Explosives
4631,2019,Dec,Mon,0,Adamawa,Madagali district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4632,2019,Dec,Mon,0,Adamawa,Gulak,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4633,2019,Dec,Mon,0,Adamawa,Magar,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4634,2019,Dec,Mon,0,Adamawa,Shuwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4635,2019,Dec,Mon,0,Anambra,Awka,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
4636,2019,Feb,Wed,0,Benue,Logo,Armed Assault,Government (General),Nigeria,Firearms
4637,2019,Feb,Thu,0,Ebonyi,Ezza South district,Bombing/Explosion,Transportation,Nigeria,Explosives
4638,2019,Feb,Thu,0,Anambra,Ajalli,Unarmed Assault,Police,Nigeria,Incendiary
4639,2019,Feb,Fri,0,Benue,Unknown,Assassination,Private Citizens & Property,Nigeria,Firearms
4640,2019,Feb,Fri,1,Borno,Gwoza district,Hostage Taking (Kidnapping),Transportation,Nigeria,Firearms
4641,2019,Feb,Sat,0,Yobe,Buni Yadi,Armed Assault,Military,Nigeria,Firearms
4642,2019,Feb,Sat,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Explosives
4643,2019,Feb,Sat,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4644,2019,Feb,Sat,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4645,2019,Feb,Sat,0,Borno,Gajigana,Unknown,Military,Nigeria,Unknown
4646,2019,Feb,Sat,0,Borno,Gajibo,Unknown,Military,Nigeria,Unknown
4647,2019,Feb,Sun,0,Borno,Banki,Unknown,Military,Nigeria,Unknown
4648,2019,Feb,Mon,0,Borno,Koshebe,Unknown,Private Citizens & Property,Nigeria,Unknown
4649,2019,Feb,Tue,0,Adamawa,Kalaa,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
4650,2019,Feb,Wed,0,Benue,Ebete,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4651,2019,Feb,Wed,1,Plateau,Heipang,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
4652,2019,Feb,Thu,0,Ekiti,Ikole district,Assassination,Government (General),Nigeria,Melee
4653,2019,Feb,Fri,0,Borno,Zabarmari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4654,2019,Feb,Fri,0,Rivers,Botem,Armed Assault,Police,Nigeria,Firearms
4655,2019,Feb,Sat,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Explosives
4656,2019,Feb,Sat,0,Delta,Amukpe,Armed Assault,Government (General),Nigeria,Firearms
4657,2019,Feb,Sat,0,Yobe,Gaidam,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4658,2019,Feb,Sat,0,Yobe,Buni Yadi,Unknown,Private Citizens & Property,Nigeria,Unknown
4659,2019,Feb,Sat,0,Borno,Gwoza,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4660,2019,Feb,Sat,1,Anambra,Ndiokolo,Hostage Taking (Kidnapping),Government (General),Nigeria,Unknown
4661,2019,Feb,Sat,0,Rivers,Asarama,Assassination,Private Citizens & Property,Nigeria,Firearms
4662,2019,Feb,Sat,0,Rivers,Ajakaja,Assassination,Private Citizens & Property,Nigeria,Firearms
4663,2019,Feb,Sat,0,Oyo,Ibadan South-East district,Armed Assault,Government (General),Nigeria,Firearms
4664,2019,Feb,Sat,0,Akwa Ibom,Abak district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4665,2019,Feb,Sat,0,Akwa Ibom,Ikono district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4666,2019,Feb,Sat,1,Akwa Ibom,Itu district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4667,2019,Feb,Sun,0,Ogun,Eredo,Armed Assault,Government (General),Nigeria,Firearms
4668,2019,Feb,Sat,0,Rivers,Abonnema,Armed Assault,Military,Nigeria,Firearms
4669,2019,Feb,Sun,0,Osun,Ijebu-Ijesha,Facility/Infrastructure Attack,Government (General),Nigeria,Firearms
4670,2019,Feb,Tue,1,Kaduna,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4671,2019,Feb,Tue,1,Kaduna,Gidan Gajere,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4672,2019,Feb,Tue,1,Kaduna,Gidan Auta,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4673,2019,Feb,Tue,1,Kaduna,Chibiya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4674,2019,Jan,Thu,0,Ondo,Akure,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4675,2019,Feb,Sun,0,Rivers,Abonnema,Armed Assault,Military,Nigeria,Firearms
4676,2019,Feb,Sun,0,Benue,Agabge,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4677,2019,Apr,Wed,0,Cross River,Kakwagum,Assassination,Government (General),Nigeria,Firearms
4678,2019,Jun,Mon,0,Borno,Addamari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4679,2019,Jun,Mon,0,Borno,Ngwom,Armed Assault,Military,Nigeria,Explosives
4680,2019,Jun,Mon,0,Borno,Kubo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4681,2019,Jul,Wed,0,Imo,Owerri,Armed Assault,Violent Political Party,Nigeria,Firearms
4682,2019,Aug,Sat,0,Akwa Ibom,Ibesikpo Asutan district,Bombing/Explosion,Government (General),Nigeria,Explosives
4683,2019,Aug,Sat,0,Benue,Gbajimba,Armed Assault,Government (General),Nigeria,Firearms
4684,2019,Aug,Sat,1,Katsina,Nyeada,Hostage Taking (Kidnapping),Violent Political Party,Nigeria,Firearms
4685,2019,Sep,Tue,1,Katsina,Danmusa district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4686,2019,Sep,Tue,0,Katsina,Santar Amadi,Armed Assault,Government (General),Nigeria,Firearms
4687,2019,Sep,Tue,0,Benue,Gwer West district,Facility/Infrastructure Attack,Government (General),Nigeria,Firearms
4688,2019,Sep,Tue,0,Ebonyi,Ezza North district,Armed Assault,Government (General),Nigeria,Firearms
4689,2019,Sep,Tue,0,Kogi,Lokoja,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4690,2019,Sep,Tue,0,Kogi,Lokoja district,Facility/Infrastructure Attack,Government (General),Nigeria,Firearms
4691,2019,Sep,Tue,0,Kogi,Ganaja,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4692,2019,Sep,Tue,1,Benue,Tarka district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4693,2019,Oct,Thu,0,Adamawa,Gulak,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
4694,2019,Oct,Thu,0,Kaduna,Ungwar Barde,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4695,2019,Oct,Thu,0,Kaduna,Gerti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4696,2019,Oct,Thu,0,Akwa Ibom,Mkpat Enin district,Bombing/Explosion,Government (General),Nigeria,Explosives
4697,2019,Oct,Thu,0,Imo,Ngor-Okpala district,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
4698,2019,Oct,Thu,1,Borno,Multafu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4699,2019,Oct,Thu,0,Ogun,Yewa North district,Armed Assault,Government (General),Nigeria,Firearms
4700,2019,Oct,Thu,0,Borno,Multafu,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
4701,2019,Nov,Sun,0,Kaduna,Ikirimi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4702,2019,Nov,Sun,0,Kaduna,Iri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4703,2019,Nov,Sun,0,Kaduna,Dogon Noma,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4704,2019,Nov,Sun,0,Kaduna,Gerti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4705,2019,Nov,Sun,0,Borno,Unknown,Armed Assault,Military,Nigeria,Firearms
4706,2019,Dec,Tue,0,Edo,Afuje,Bombing/Explosion,Police,Nigeria,Explosives
4707,2019,Dec,Tue,0,Edo,Afuje,Armed Assault,Government (General),Nigeria,Explosives
4708,2019,Dec,Tue,1,Kano,Kano,Hostage Taking (Kidnapping),Private Citizens & Property,Lebanon,Firearms
4709,2019,Dec,Tue,0,Cross River,Calabar,Armed Assault,Government (General),Nigeria,Firearms
4710,2019,Mar,Wed,0,Borno,Gamboru,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4711,2019,Nov,Sun,1,Enugu,Unknown,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4712,2019,Mar,Thu,0,Plateau,Kwal,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
4713,2019,Mar,Sat,1,Edo,Ukhiri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4714,2019,Mar,Sat,1,Kaduna,Nandu-Gbok,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4715,2019,Mar,Mon,0,Borno,Gwoza district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4716,2019,Mar,Mon,0,Adamawa,Michika,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4717,2019,Mar,Mon,0,Borno,Lassa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4718,2019,Mar,Tue,0,Benue,Tse Uoreleyev,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4719,2019,Mar,Tue,0,Borno,Lassa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4720,2019,Mar,Wed,0,Enugu,Olo,Armed Assault,Government (General),Nigeria,Firearms
4721,2019,Mar,Wed,1,Enugu,Ndiuno Obinofia,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4722,2019,Mar,Thu,0,Borno,Ngazai,Unknown,Military,International,Unknown
4723,2019,Mar,Thu,0,Borno,Kangarwa,Unknown,Military,International,Unknown
4724,2019,Mar,Sat,0,Benue,Tarka district,Armed Assault,Government (General),Nigeria,Firearms
4725,2019,Mar,Sat,1,Bauchi,Jamaare district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4726,2019,Mar,Mon,0,Borno,Maikadiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4727,2019,Mar,Mon,0,Adamawa,Kopa,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4728,2019,Mar,Mon,1,Kaduna,Ankwa,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Unknown
4729,2019,Mar,Mon,0,Borno,Gwoza district,Bombing/Explosion,Military,Nigeria,Explosives
4730,2019,Mar,Tue,0,Nasarawa,Mante,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Incendiary
4731,2019,Mar,Tue,0,Nasarawa,Nidam,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4732,2019,Mar,Tue,0,Nasarawa,Katanza,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4733,2019,Mar,Wed,0,Borno,Miringa,Armed Assault,Military,Nigeria,Firearms
4734,2019,Mar,Wed,0,Adamawa,Hantsa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4735,2019,Mar,Thu,0,Borno,Gatamarwa,Armed Assault,Private Citizens & Property,Nigeria,Explosives
4736,2019,Mar,Sat,0,Adamawa,Gaya,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4737,2019,Mar,Sat,0,Adamawa,Madagali district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
4738,2019,Mar,Sat,0,Adamawa,Michika district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
4739,2019,Mar,Sat,0,Borno,Mallam Fatori,Bombing/Explosion,Unknown,Nigeria,Explosives
4740,2019,Jan,Fri,0,Borno,Kaumutiyah,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4741,2019,Jun,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4742,2019,Jun,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4743,2019,Aug,Sun,0,Kaduna,Banono,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4744,2019,Aug,Sun,0,Kaduna,Anguwan Aku,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4745,2019,Sep,Wed,0,Yobe,Damaturu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4746,2019,Sep,Wed,1,Delta,Abraka,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4747,2019,Oct,Fri,1,Delta,Abraka,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4748,2019,Oct,Fri,1,Borno,Chibok,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4749,2019,Nov,Mon,0,Borno,Monguno,Bombing/Explosion,Military,Nigeria,Explosives
4750,2019,Apr,Sat,0,Benue,Gboko,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4751,2019,Apr,Sun,0,Borno,Kwarangulum,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4752,2019,Apr,Sun,0,Cross River,Ikot Effiom,Armed Assault,Government (General),Nigeria,Firearms
4753,2019,Apr,Sun,0,Nasarawa,Nunma,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4754,2019,Apr,Mon,0,Plateau,Kangboro,Armed Assault,Private Citizens & Property,Nigeria,Melee
4755,2019,Apr,Tue,0,Borno,Kauwa,Unknown,Military,Nigeria,Unknown
4756,2019,Apr,Tue,0,Ekiti,Eda,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4757,2019,Apr,Wed,0,Adamawa,Bolon,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4758,2019,Apr,Sat,0,Adamawa,Bolon,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4759,2019,Apr,Sat,0,Adamawa,Bolki,Unknown,Private Citizens & Property,Nigeria,Unknown
4760,2019,Apr,Sat,0,Adamawa,Bujum,Unknown,Private Citizens & Property,Nigeria,Unknown
4761,2019,Apr,Tue,0,Borno,Kauwa,Armed Assault,Military,International,Explosives
4762,2019,Apr,Fri,1,Borno,Mararrabar Kimba,Armed Assault,Military,Nigeria,Firearms
4763,2019,Apr,Sat,0,Borno,Sabon Gari,Unknown,Private Citizens & Property,Nigeria,Unknown
4764,2019,Apr,Mon,0,Adamawa,Kuda,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4765,2019,Apr,Mon,0,Plateau,Maiyanga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4766,2019,Apr,Mon,0,Plateau,Rotsu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4767,2019,Apr,Mon,0,Borno,Gajibo,Bombing/Explosion,Military,International,Explosives
4768,2019,Apr,Mon,0,Borno,Baga,Bombing/Explosion,Military,International,Explosives
4769,2019,Apr,Tue,0,Borno,Duwabayi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4770,2019,Apr,Tue,1,Plateau,Billi,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
4771,2019,Apr,Tue,1,Plateau,Ariri,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
4772,2019,Feb,Tue,0,Adamawa,Murposa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4773,2019,Feb,Tue,0,Adamawa,Bankam,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4774,2019,Feb,Tue,0,Adamawa,Wuro Hausa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4775,2019,Feb,Tue,0,Borno,Baga,Bombing/Explosion,Military,International,Explosives
4776,2019,Mar,Tue,0,Borno,Magumeri,Unknown,Military,Nigeria,Unknown
4777,2019,Jan,Sat,0,Borno,Molai,Bombing/Explosion,Business,Nigeria,Explosives
4778,2019,May,Sun,1,Osun,Apomu,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
4779,2019,Jul,Fri,0,Borno,Molai,Bombing/Explosion,Military,Nigeria,Explosives
4780,2019,Jul,Fri,0,Borno,Damboa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4781,2019,Aug,Mon,0,Borno,Ngala district,Unknown,Private Citizens & Property,Nigeria,Unknown
4782,2019,Sep,Thu,0,Rivers,Rumueme,Assassination,Government (General),Nigeria,Firearms
4783,2019,Oct,Sat,0,Borno,Gajiganna,Armed Assault,Military,Nigeria,Firearms
4784,2019,Oct,Sat,1,Borno,Moranti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4785,2019,Nov,Tue,1,Borno,Moranti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4786,2019,Nov,Tue,0,Borno,Njimtilo,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4787,2019,May,Mon,1,Zamfara,Kanoma,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4788,2019,May,Mon,0,Borno,Damboa district,Bombing/Explosion,Military,Nigeria,Explosives
4789,2019,May,Mon,0,Borno,Barkoza Dalori,Bombing/Explosion,Military,Nigeria,Explosives
4790,2019,May,Wed,0,Delta,Ubulu-Uku,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4791,2019,May,Thu,0,Adamawa,Shuwa,Armed Assault,Police,Nigeria,Firearms
4792,2019,May,Sat,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4793,2019,May,Thu,0,Adamawa,Kirchina,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4794,2019,May,Thu,0,Adamawa,Kuda,Unknown,Private Citizens & Property,Nigeria,Unknown
4795,2019,May,Sun,1,Kaduna,Dankande,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4796,2019,May,Sat,0,Borno,Dikwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4797,2019,May,Sat,0,Borno,Lassa,Armed Assault,Military,Nigeria,Firearms
4798,2019,May,Sat,0,Borno,Dalori,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4799,2019,May,Sun,1,Borno,Gubio district,Armed Assault,Military,Nigeria,Firearms
4800,2019,May,Sun,0,Borno,Dille,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4801,2019,May,Mon,0,Delta,Udo,Assassination,Private Citizens & Property,Nigeria,Firearms
4802,2019,May,Mon,1,Osun,Esa Odo,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4803,2019,May,Mon,0,Taraba,Vaasealong,Armed Assault,Police,Nigeria,Firearms
4804,2019,May,Fri,0,Ondo,Gedegede,Assassination,Private Citizens & Property,Nigeria,Firearms
4805,2019,May,Sat,1,Borno,Damboa,Armed Assault,Military,Nigeria,Firearms
4806,2019,May,Sat,1,Plateau,Barakin Ladi,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
4807,2019,May,Sat,0,Osun,Iwaraja,Armed Assault,Transportation,Nigeria,Firearms
4808,2019,May,Sun,0,Plateau,Jos,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4809,2019,May,Sun,0,Plateau,Jos,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4810,2019,May,Sun,0,Plateau,Jos,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4811,2019,May,Sun,0,Plateau,Jos,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4812,2019,May,Mon,0,Borno,Gundi,Armed Assault,Military,Nigeria,Firearms
4813,2019,May,Mon,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4814,2019,May,Mon,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4815,2019,May,Mon,0,Borno,Mustapha Malumbe,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
4816,2019,May,Tue,0,Borno,Maiduguri,Unknown,Military,Nigeria,Unknown
4817,2019,May,Tue,0,Plateau,Danwal,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4818,2019,May,Wed,0,Borno,Maiduguri,Unknown,Military,Nigeria,Unknown
4819,2019,May,Thu,0,Anambra,Nnewi North district,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
4820,2019,Jan,Sun,0,Borno,Sajeri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
4821,2019,Jan,Sun,0,Taraba,Jukun,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4822,2019,Jan,Sun,1,Borno,Delwa,Unknown,Military,Nigeria,Unknown
4823,2019,Jan,Sun,1,Borno,Marte district,Armed Assault,Military,Nigeria,Firearms
4824,2019,Jan,Sun,0,Borno,Kirenowa,Armed Assault,Military,Nigeria,Firearms
4825,2019,Feb,Wed,0,Borno,Dikwa,Armed Assault,Military,Nigeria,Firearms
4826,2019,Feb,Wed,1,Osun,Ife,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4827,2019,Apr,Sat,0,Adamawa,Gulak,Unknown,Private Citizens & Property,Nigeria,Unknown
4828,2019,Jul,Sat,1,Niger,Ajapayi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4829,2019,Sep,Fri,1,Ondo,Akure North district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4830,2019,Sep,Fri,0,Plateau,Bokkos,Hostage Taking (Barricade Incident),Educational Institution,Nigeria,Firearms
4831,2019,Nov,Wed,0,Ondo,Osi,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4832,2019,Dec,Fri,0,Borno,Kareto,Unknown,Military,Nigeria,Unknown
4833,2019,Jun,Sat,0,Borno,Damasak,Unknown,Military,Nigeria,Unknown
4834,2019,Jun,Sat,0,Borno,Bundi,Unknown,Private Citizens & Property,Nigeria,Unknown
4835,2019,Jun,Sat,0,Borno,Ganari,Unknown,Private Citizens & Property,Nigeria,Unknown
4836,2019,Jun,Sat,0,Oyo,Maya,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4837,2019,Jun,Sun,1,Edo,Akoko-Edo district,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4838,2019,Jun,Sun,0,Borno,Mandarari,Bombing/Explosion,Business,Nigeria,Explosives
4839,2019,Jun,Mon,0,Taraba,Janibanibu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
